u-r color,Mr luminosity,log10density,redshift,velocity of dispersion of host cluster (-99 if not in a cluster)
1.519,-20.08,0.5193,0.07261,-99
2.219,-20.41,0.1098,0.07531,-99
2.305,-21.57,0.8984,0.07381,-99
2.488,-20.72,-0.3912,0.0799,577.1
2.559,-22.28,1.031,0.07316,-99
2.433,-20.2,-0.3153,0.07192,-99
1.57,-20.9,-0.7895,0.07027,-99
2.087,-21.38,0.9085,0.06354,-99
1.633,-20.5,1.189,0.06148,-99
1.512,-20.65,-0.3162,0.0703,-99
2.457,-21.74,-0.9764,0.05765,-99
1.834,-19.56,-1.036,0.05214,-99
2.388,-20.67,-1.063,0.07838,-99
1.372,-19.57,-0.9176,0.05559,-99
1.718,-20.45,-11.08,0.07785,-99
2.349,-22.03,-11.02,0.07788,-99
2.249,-20.28,-1.096,0.06223,-99
1.072,-17.05,-0.3728,0.02746,-99
2.267,-20.75,-0.8161,0.06132,-99
1.982,-20.73,-0.9041,0.06121,-99
1.823,-20.1,0.3763,0.07249,-99
2.483,-20.54,0.9122,0.07254,-99
2.575,-21.2,0.9593,0.07283,-99
2.266,-20.03,0.2999,0.06903,-99
1.233,-20.19,0.1247,0.06939,-99
2.613,-20.53,0.9675,0.07371,-99
2.117,-22.06,-0.2681,0.06588,-99
2.387,-20.32,-0.9074,0.05833,-99
1.861,-21.22,-0.02146,0.07541,-99
2.386,-20.39,-0.07752,0.073,-99
2.48,-21.08,-0.04312,0.07974,577.1
2.385,-21.22,-0.8578,0.05772,-99
2.434,-21.09,-0.6751,0.0645,-99
2.593,-22.79,-0.5945,0.06452,-99
1.836,-21.11,-0.01952,0.06374,-99
1.666,-20.27,-0.2406,0.06352,-99
2.559,-21.09,0.03536,0.07914,577.1
1.626,-21.45,-0.2607,0.07661,-99
2.195,-20.75,0.1836,0.07708,-99
2.272,-20.57,-0.809,0.0597,-99
2.174,-21.85,-0.2144,0.07653,-99
1.498,-20.74,0.4593,0.07342,-99
2.039,-20.44,0.8225,0.07978,577.1
2.137,-20.38,0.7134,0.07804,-99
1.823,-20.35,0.2908,0.07922,577.1
2.314,-20.48,0.2736,0.07403,-99
2.232,-21,1.127,0.07933,577.1
2.445,-21.55,0.8396,0.07808,-99
1.812,-20.26,0.6373,0.07502,-99
1.812,-21.99,0.6016,0.07921,577.1
2.44,-21.62,-0.2811,0.0794,577.1
1.596,-21.02,0.6212,0.0763,-99
1.537,-20.86,0.7625,0.07521,-99
1.324,-20.51,-0.6361,0.07966,577.1
2.488,-20.43,-0.1048,0.07681,-99
2.152,-21.97,0.471,0.07724,-99
2.26,-21.2,-0.3981,0.07909,577.1
2.522,-21.99,-0.5543,0.07952,577.1
1.572,-20.94,-0.3465,0.06304,-99
2.481,-21.33,-1.151,0.06858,-99
1.446,-21.15,1.013,0.06324,-99
2.509,-22.18,1.329,0.06328,-99
2.388,-20.01,1.378,0.06408,-99
2.222,-21.16,1.155,0.06403,-99
2.484,-20.48,1.141,0.06393,-99
1.584,-20.43,1.372,0.06194,-99
1.718,-20.95,0.8845,0.06466,-99
2.291,-21.95,-0.3258,0.07063,-99
2.675,-21.19,-1.01,0.05112,-99
1.602,-21.81,-0.7238,0.07909,577.1
1.712,-20.12,-0.6614,0.07022,-99
2.252,-20.4,0.9164,0.07984,577.1
2.195,-21.46,0.4413,0.07509,-99
2.328,-20.8,0.5554,0.07798,-99
1.654,-19.55,-11.13,0.05344,-99
2.327,-21.8,-0.8869,0.05954,-99
2.286,-22.37,-0.373,0.07984,577.1
2.57,-21.89,0.03691,0.07428,-99
1.844,-21.72,0.234,0.07457,-99
1.707,-20.38,-0.3726,0.07982,577.1
2.392,-21.74,-0.3959,0.07297,-99
1.957,-21.51,0.1218,0.07406,-99
1.329,-21.28,-0.113,0.07784,-99
2.102,-21.25,-0.5557,0.07957,577.1
2.709,-22.33,-0.4168,0.07994,577.1
2.06,-20.79,-0.4133,0.07958,577.1
2.209,-20.46,-0.5079,0.0785,577.1
1.748,-20.4,-0.8172,0.07943,577.1
2.337,-20.25,-0.7813,0.07914,577.1
1.39,-20.44,-0.5717,0.07788,-99
2.319,-21.67,-0.5823,0.07927,577.1
1.643,-20.17,-0.9634,0.04728,-99
2.492,-21.17,-1.059,0.0613,-99
2.467,-20.41,-0.7501,0.07626,-99
1.532,-20.56,-0.3191,0.07728,-99
1.711,-20.83,-0.6581,0.07697,-99
2.441,-20.81,-0.4951,0.07981,577.1
1.852,-20.38,-0.3898,0.07622,-99
1.591,-19.9,-0.947,0.06157,-99
2.391,-21.07,-11.37,0.06437,-99
1.807,-20.83,-0.2127,0.07473,-99
2.438,-20.54,-0.2413,0.07484,-99
2.693,-20.91,-0.7094,0.07506,-99
2.251,-20.79,-0.4448,0.07397,-99
1.802,-21.06,-0.4599,0.07434,-99
1.995,-20.64,0.2584,0.07534,-99
2.361,-20.4,0.1913,0.07554,-99
2.054,-20.49,0.355,0.0756,-99
2.35,-21.8,0.431,0.07501,-99
1.569,-20.88,0.2167,0.07428,-99
1.894,-20.5,0.2081,0.07508,-99
1.422,-20.28,0.05602,0.07677,-99
2.181,-21.56,-0.4417,0.07958,577.1
1.731,-20.69,-0.5473,0.07987,577.1
1.446,-19.47,-11.03,0.05332,-99
1.677,-22.45,-0.4283,0.07796,-99
2.173,-21.88,-0.4201,0.07807,-99
2.182,-20.44,-0.3498,0.0775,-99
1.51,-20.46,-0.589,0.07961,577.1
1.634,-18.9,-0.7887,0.04257,-99
0.8035,-18.48,-0.735,0.04609,-99
0.6858,-19.14,-0.6583,0.04604,-99
1.415,-19.91,-0.9033,0.05134,-99
2.345,-22.15,-11.28,0.06956,-99
0.9716,-17.88,-0.3881,0.02862,-99
1.888,-20.65,-0.4513,0.06268,-99
2.083,-21.25,-0.8757,0.05325,-99
2.251,-21.64,-0.8253,0.07916,-99
1.905,-21.18,-11.09,0.05094,-99
1.455,-20.05,-11.19,0.06525,-99
2.155,-21.42,-1.013,0.07834,-99
2.369,-21.37,-0.7342,0.04731,-99
1.475,-21.42,-0.5662,0.07705,-99
1.436,-20.6,-0.7955,0.07744,-99
1.606,-19.79,-0.8729,0.04531,-99
2.452,-20.49,-0.9818,0.06542,-99
2.345,-21.62,-0.9505,0.06536,-99
2.082,-20.52,-0.4231,0.07863,-99
1.294,-21.77,-0.5547,0.06531,-99
1.967,-20.83,-0.2611,0.06206,-99
1.233,-21,-0.2481,0.06482,-99
2.369,-20.73,-0.3037,0.06544,-99
1.503,-20.17,-0.3321,0.06545,-99
1.631,-18.17,-0.4161,0.02974,-99
2.498,-21.34,-0.4037,0.02862,-99
1.525,-18.53,-0.3925,0.0281,-99
2.173,-19.81,-0.3738,0.02877,-99
1.97,-20.6,-0.03337,0.05569,-99
1.433,-20.2,-0.3933,0.05464,-99
1.418,-20.76,-0.7881,0.06847,-99
2.305,-20.83,-0.5034,0.05571,-99
1.669,-20.65,-0.4124,0.05464,-99
1.573,-20.29,-0.876,0.07454,-99
2.365,-21.98,-0.9725,0.07475,-99
2.326,-21,-0.6452,0.05618,-99
1.874,-20.29,-1.057,0.07503,-99
1.575,-20.65,-0.8952,0.06885,-99
2.521,-21.97,-0.806,0.06885,-99
1.592,-20.76,-0.8814,0.06538,-99
2.158,-20.76,-0.3354,0.07273,-99
1.978,-20.52,-0.7521,0.07574,-99
2.249,-19.83,0.05669,0.07012,-99
1.637,-20.41,-0.3554,0.0658,-99
1.96,-21.57,0.05516,0.07263,-99
1.306,-20.36,0.009997,0.07278,-99
2.091,-23.29,-0.2744,0.06949,-99
1.354,-20.3,-0.6183,0.06444,-99
2.214,-21.79,-0.3013,0.06966,-99
2.42,-21.71,-0.3529,0.06986,-99
1.322,-20.17,-0.3471,0.06391,-99
1.542,-20.11,-0.8077,0.04509,-99
1.386,-19.9,0.3559,0.05304,-99
1.971,-20.35,0.03211,0.05364,-99
1.905,-21.19,-0.01752,0.05367,-99
1.873,-20.58,-0.7021,0.06916,-99
2.361,-22.24,-1.035,0.07508,-99
1.435,-19.98,-0.5485,0.06748,-99
2.379,-21.76,-0.7566,0.05542,-99
1.765,-20.34,-0.7335,0.05642,-99
2.54,-21.62,-0.8887,0.07475,-99
1.475,-19.92,-0.744,0.06703,-99
1.327,-19.32,-11.1,0.04628,-99
2.337,-20.76,-0.8992,0.06689,-99
1.463,-19.81,-0.4431,0.04009,-99
2.178,-20.44,-0.6503,0.0549,-99
1.907,-20.71,-0.7999,0.0748,-99
1.462,-20.95,-0.8958,0.07474,-99
1.683,-19.32,-0.9676,0.04658,-99
2.428,-21.04,-0.8392,0.06764,-99
1.757,-20.63,-0.178,0.0543,-99
2.388,-20.07,-0.8993,0.06766,-99
2.016,-21.8,-0.3344,0.06398,-99
1.331,-19.84,-0.2613,0.06392,-99
1.509,-20.02,-0.3684,0.06944,-99
1.461,-19.73,-0.8438,0.04609,-99
1.299,-20.07,-0.3376,0.0644,-99
2.328,-21.57,-0.6935,0.06368,-99
2.167,-20.54,-0.7102,0.06983,-99
2.42,-20.89,-0.8122,0.04739,-99
2.562,-20.55,-0.5407,0.04507,-99
1.059,-20.17,-0.3993,0.04184,-99
2.061,-20.79,-0.3578,0.04169,-99
1.218,-20.63,-0.9191,0.05389,-99
2.131,-21.01,-0.4741,0.04148,-99
2.173,-20.44,-0.6686,0.05343,-99
2.383,-20.92,-1.12,0.0721,-99
2.349,-21.02,-0.9785,0.07167,-99
1.813,-18.9,-0.7628,0.0433,-99
1.837,-20.12,-1.167,0.05608,326.6
2.358,-20.95,-0.8935,0.05346,-99
2.523,-21.29,-0.4705,0.0486,-99
1.789,-21.53,-0.4576,0.04065,-99
1.855,-20.75,-0.8803,0.04821,-99
1.231,-19.07,-0.4229,0.04297,-99
1.632,-19.15,-0.3858,0.0433,-99
1.853,-20.3,-11.14,0.06977,-99
1.896,-20.25,-0.3531,0.04058,-99
1.617,-20.22,-0.9702,0.0556,-99
1.527,-19.25,-0.7728,0.04803,-99
1.917,-20.09,-0.4412,0.04114,-99
1.473,-20.17,-11.25,0.06161,-99
1.827,-20.15,-1.095,0.05392,-99
2.037,-20.36,-1.018,0.05548,-99
0.943,-18.86,-0.2917,0.04197,-99
1.412,-20.26,-0.7274,0.07207,-99
1.89,-20.44,-0.7512,0.07276,-99
1.486,-20.32,-0.04303,0.0693,-99
1.789,-21.53,-0.4563,0.04056,-99
1.17,-19.18,-0.307,0.04947,326.6
2.584,-22.54,-0.3583,0.04891,-99
2.364,-20.44,-0.3942,0.05081,326.6
2.4,-20.45,-0.3459,0.05006,326.6
2.194,-20.34,-0.2959,0.04858,-99
2.464,-22.13,-0.9513,0.07298,-99
1.318,-19.85,-0.6406,0.05254,326.6
1.788,-19.94,-0.5245,0.05048,326.6
2.46,-21.37,-0.8691,0.07866,1394
1.587,-20.34,-0.4618,0.05233,326.6
1.816,-21.53,-0.5321,0.04938,415.2
2.718,-22.63,0.3462,0.07919,1394
1.07,-20.04,-0.828,0.04357,457
2.283,-21.76,0.2226,0.07895,1394
2.131,-21.39,0.5731,0.07928,1394
1.767,-21.99,0.01002,0.07775,-99
1.946,-21.7,-0.2033,0.07906,1394
1.93,-21.43,0.7499,0.07904,1394
1.298,-20.62,0.4698,0.07898,1394
1.375,-21.14,0.3639,0.05342,326.6
2.449,-21.25,0.02643,0.05273,326.6
2.398,-21.17,0.315,0.05296,326.6
2.433,-21.08,0.3832,0.05258,326.6
1.982,-20.02,0.3042,0.05317,326.6
1.852,-20.1,-0.07276,0.05239,326.6
1.392,-20.09,-0.2463,0.04962,326.6
2.544,-22.45,-0.02968,0.07886,865.8
2.516,-21.98,-0.1893,0.05305,326.6
2.362,-22.54,-0.3772,0.05352,326.6
2.226,-22.15,0.008308,0.07925,865.8
2.364,-21.64,-0.1465,0.04984,326.6
1.532,-19.64,0.1178,0.05,326.6
2.514,-21.32,-0.275,0.04938,415.2
2.51,-22.55,-0.2466,0.04963,326.6
1.557,-21.11,0.03329,0.04936,415.2
1.432,-19.61,-0.8139,0.04317,-99
1.659,-20.61,-0.3199,0.07911,865.8
1.901,-20.45,-0.438,0.07934,865.8
2.488,-21.67,-0.2193,0.07899,865.8
1.727,-20.37,-0.563,0.07876,865.8
1.996,-20.1,-0.4647,0.05249,326.6
1.59,-21.16,0.1484,0.07897,865.8
1.352,-19.36,-0.2533,0.05245,326.6
1.651,-21.03,0.1009,0.07888,865.8
1.611,-21.37,-0.004992,0.0781,-99
1.877,-20.82,-0.3882,0.0788,865.8
1.349,-19.43,-0.3177,0.04929,415.2
1.28,-18.6,-0.1793,0.03498,-99
1.444,-20.04,-1.085,0.05622,-99
1.355,-18.96,-0.009339,0.03455,-99
1.956,-20.63,-0.4342,0.04692,-99
3.4,-21.43,-0.08622,0.03447,-99
1.645,-21.27,0.107,0.04887,-99
1.444,-20.77,-11.24,0.0646,-99
2.254,-20.71,-0.3673,0.04945,326.6
2.414,-21.41,-0.05475,0.03488,-99
1.171,-20.02,-0.969,0.0755,-99
2.421,-20.36,-0.0009398,0.03473,-99
1.857,-21.56,-11,0.06107,-99
1.923,-21.04,0.4201,0.07775,-99
2.832,-19.2,-0.7808,0.04336,457
2.06,-20.14,-0.7121,0.07735,-99
2.585,-23.19,0.6073,0.05292,326.6
2.272,-20.74,0.6807,0.0525,326.6
2.454,-21.21,0.9766,0.05349,326.6
2.111,-20.1,0.5029,0.05382,326.6
2.675,-20.98,0.7647,0.05351,326.6
1.614,-19.4,0.5023,0.05173,326.6
2.232,-21.3,0.6915,0.05182,326.6
2.247,-20.18,0.2957,0.05209,326.6
1.691,-20.44,0.1317,0.05356,326.6
2.303,-20.77,0.3474,0.05348,326.6
2.58,-20.96,1.059,0.05478,326.6
2.328,-19.68,0.9021,0.053,326.6
1.239,-19.42,1.106,0.05121,326.6
1.998,-21.1,0.2679,0.04916,415.2
2.24,-22.26,0.9049,0.05247,326.6
1.689,-20.48,-0.4475,0.04273,457
1.469,-19.41,0.2525,0.05346,326.6
2.346,-21.22,-0.08209,0.0535,326.6
2.465,-21.21,0.8898,0.05329,326.6
2.502,-21.03,0.3688,0.0522,326.6
1.673,-19.9,0.8041,0.0534,326.6
2.457,-21.57,0.691,0.0525,326.6
2.055,-20.76,1.108,0.05458,326.6
2.554,-21.34,1.171,0.05222,326.6
2.429,-21.69,0.7187,0.05347,326.6
2.294,-19.17,1.257,0.05238,326.6
2.511,-20.92,0.8232,0.05273,326.6
1.626,-19.94,0.9377,0.05414,326.6
2.502,-21.3,1.082,0.05252,326.6
2.421,-19.9,0.9805,0.05341,326.6
2.624,-23.42,0.997,0.05244,326.6
2.345,-19.88,0.149,0.05126,326.6
0.8876,-19.65,0.6132,0.05112,326.6
2.49,-21.56,0.5111,0.05186,326.6
1.684,-18.93,0.2118,0.05214,326.6
2.536,-21,-0.5244,0.04295,457
2.426,-21.37,0.2486,0.05278,326.6
2.367,-20.77,-0.7018,0.0797,1394
2.688,-20.75,-1.095,0.07347,-99
2.061,-20.03,0.2011,0.0517,326.6
1.907,-19.07,-0.4284,0.04248,457
2.007,-20.59,0.03332,0.05154,326.6
2.198,-21.89,0.1741,0.05355,326.6
1.731,-20.02,0.01199,0.05291,326.6
2.47,-21.33,-0.01387,0.05115,326.6
2.586,-21.14,-0.01444,0.05318,326.6
2.534,-22.73,-0.6065,0.07959,865.8
1.724,-18.17,0.1868,0.0171,-99
1.533,-20.02,0.3518,0.05088,326.6
1.14,-19.51,-1.144,0.05861,-99
1.815,-21.09,-0.3095,0.05078,415.2
2.182,-20.55,-0.3925,0.0527,415.2
1.41,-20.25,-1.013,0.07248,-99
1.04,-17.31,-0.02554,0.01818,-99
2.412,-21.61,-0.02435,0.05089,415.2
1.83,-22.05,-0.1869,0.07636,-99
2.365,-18.74,-0.1394,0.04109,457
1.161,-20.02,-0.02503,0.05242,415.2
0.5141,-15.5,-0.3242,0.07353,-99
1.073,-18.75,-0.2566,0.04128,457
2.468,-20.86,-0.04379,0.05152,415.2
2.177,-20.28,1.007,0.01796,-99
2.164,-18.18,0.9479,0.01723,-99
1.561,-20.28,-0.3735,0.07645,-99
2.349,-20.05,0.9848,0.01774,-99
2.111,-17.59,1.154,0.01936,-99
2.507,-21.88,-0.03174,0.05138,415.2
2.388,-20.05,-0.1043,0.05167,415.2
2.382,-22.24,-0.7755,0.07961,865.8
2.277,-20,0.8081,0.01868,-99
1.698,-20.32,-0.03442,0.05236,415.2
2.604,-21.44,0.8301,0.01786,-99
2.545,-20.84,-0.2744,0.04175,457
2.646,-21.21,1.181,0.01799,-99
2.505,-21.44,-0.2682,0.04168,457
1.81,-17.52,1.586,0.01647,-99
1.553,-20.19,-0.9735,0.04722,-99
1.04,-20.44,-0.03245,0.05208,326.6
2.376,-20.15,1.233,0.01771,-99
2.381,-20.64,-0.2867,0.04345,457
0.7926,-19.19,-0.2021,0.05147,326.6
2.062,-20.51,-0.3288,0.05192,326.6
2.05,-17.93,0.7715,0.01789,-99
2.469,-22.19,-0.3419,0.05115,326.6
2.2,-19.68,1.067,0.01913,-99
1.813,-19.63,0.1857,0.05057,326.6
2.477,-20.53,0.852,0.0174,-99
1.527,-21.07,-0.3996,0.07905,865.8
2.019,-20.47,-0.9131,0.07569,-99
1.534,-19.77,0.4561,0.0516,326.6
2.432,-22.14,0.1032,0.05204,326.6
1.605,-20,-0.3093,0.04225,457
2.085,-21.41,-0.02723,0.05062,326.6
1.737,-21.45,-0.4035,0.05191,326.6
1.558,-19.64,0.07764,0.04994,326.6
2.199,-20.23,-0.452,0.0426,457
2.489,-21.81,-0.2529,0.05527,326.6
1.408,-21.11,-0.2518,0.0535,326.6
1.352,-19.29,-0.1026,0.04934,415.2
0.6915,-18.58,0.09213,0.04967,326.6
2.191,-19.68,-0.5257,0.05324,326.6
1.503,-20.28,0.1082,0.0493,415.2
1.221,-20.47,-0.4539,0.03585,-99
2.303,-20.01,-0.2064,0.05093,415.2
1.237,-17.27,-0.01925,0.01814,-99
1.414,-19.92,-0.03874,0.05056,415.2
1.643,-19.41,-0.6085,0.04077,457
1.291,-19.98,-0.07938,0.05044,415.2
1.066,-18.96,-0.232,0.05328,415.2
2.454,-19.48,0.1541,0.05113,415.2
2.279,-20.89,0.2956,0.05107,415.2
1.652,-20.13,-0.03628,0.05111,415.2
1.019,-18.76,0.2402,0.05376,415.2
1.984,-20.2,0.7998,0.05008,415.2
2.346,-20.73,0.7264,0.0529,415.2
2.241,-19.72,1.236,0.05234,415.2
2.468,-21.96,0.3235,0.0504,415.2
2.009,-19.85,0.8852,0.04972,415.2
2.132,-19.19,0.5066,0.05125,415.2
2.234,-20.15,0.5142,0.04912,415.2
2.112,-21.57,-0.7959,0.07831,865.8
2.371,-19.58,0.9966,0.05208,415.2
2.442,-20.35,0.5629,0.0515,415.2
2.451,-21.2,1.06,0.0531,415.2
2.438,-21.4,0.585,0.05017,415.2
1.684,-19.49,0.364,0.05131,415.2
2.372,-20.88,0.7083,0.0509,415.2
2.397,-20.39,0.5592,0.05179,415.2
2.584,-19.84,0.8656,0.05227,415.2
2.553,-21.34,0.5545,0.05201,415.2
1.649,-20,0.8658,0.05055,415.2
1.733,-21.06,0.4097,0.0531,415.2
2.195,-19.75,0.8248,0.05237,415.2
2.313,-19.93,0.8701,0.05297,415.2
2.521,-22.47,0.7679,0.05218,415.2
2.463,-20.3,0.798,0.05327,415.2
2.531,-22.26,0.8113,0.05208,415.2
2.538,-21.62,0.4361,0.05197,415.2
2.585,-20.96,0.5943,0.05147,415.2
1.842,-19.91,0.8566,0.05117,415.2
2.668,-20.51,0.7986,0.05026,415.2
2.497,-21.64,0.4728,0.04944,415.2
1.811,-21.1,0.01926,0.05136,415.2
1.669,-20.16,0.8179,0.04922,415.2
1.848,-19.59,0.3968,0.05218,415.2
2.303,-21.91,0.3725,0.04981,415.2
2.445,-19.91,0.592,0.05163,415.2
2.369,-22.2,-0.01433,0.05288,415.2
1.517,-20.49,-0.309,0.04111,457
0.8561,-18.8,-0.3164,0.03639,-99
1.313,-20.11,0.5937,0.05163,415.2
2.305,-19.5,0.7961,0.05304,415.2
2.457,-20.6,0.09539,0.05508,326.6
1.382,-21.01,-11.28,0.06667,-99
1.619,-20.6,-0.3368,0.05149,415.2
1.373,-19.58,-0.4149,0.05232,415.2
2.399,-20.3,-11.09,0.05876,-99
2.204,-21.16,-0.5938,0.05134,415.2
1.887,-19.37,-0.2407,0.04104,457
2.452,-21.28,-0.6121,0.05138,415.2
2.012,-21.27,-0.1279,0.04123,457
1.847,-20.59,-0.1092,0.05185,415.2
2.424,-20.81,-0.7743,0.04716,-99
1.449,-19.38,0.2957,0.04111,457
1.952,-18.97,-0.1687,0.0374,457
1.572,-19.32,0.1162,0.03925,457
2.009,-19.16,0.01149,0.03978,457
2.073,-21.56,-0.5445,0.07729,-99
2.548,-21.68,-0.04779,0.05204,415.2
1.662,-19.52,0.05132,0.03898,457
2.061,-20.24,-0.6992,0.07948,865.8
2.033,-21.27,-11.24,0.06064,-99
1.867,-19.51,-0.1638,0.05199,415.2
2.712,-21.47,-0.2134,0.05239,415.2
1.534,-20.63,-0.5646,0.07994,865.8
1.4,-19.83,-0.03865,0.05267,415.2
1.641,-20.01,-0.257,0.0506,415.2
0.8646,-18.46,-0.08308,0.05112,415.2
1.723,-19.85,-0.3773,0.05418,415.2
2.581,-21.68,-0.5641,0.07926,865.8
1.75,-19.68,-0.2982,0.05451,415.2
1.951,-19.46,-0.083,0.05363,415.2
2.244,-20.83,-0.6589,0.07738,-99
2.105,-22.62,-0.3051,0.07666,-99
1.592,-20.92,-0.06025,0.03858,457
2.738,-22.07,0.01879,0.07654,-99
2.499,-21.97,0.01717,0.07703,-99
2.289,-20.53,0.001315,0.05074,415.2
2.161,-20.89,-0.391,0.07345,-99
2.38,-20.65,-0.4062,0.03655,-99
1.313,-19.38,-0.3794,0.05199,415.2
2.226,-22.44,-0.3414,0.0734,-99
1.652,-20.27,-0.07458,0.07705,-99
1.422,-20.34,-0.1441,0.07695,-99
2.289,-22.98,0.07783,0.07637,-99
1.624,-20.45,-0.001222,0.07676,-99
2.121,-21.52,0.0276,0.05101,326.6
1.182,-20.08,-1.163,0.07125,-99
1.538,-19.12,-0.07556,0.04205,457
2.346,-20.37,-0.3712,0.07684,-99
1.832,-21.17,-0.4793,0.07316,-99
2.355,-20.91,-0.3971,0.03638,-99
1.271,-20.16,-0.1099,0.05397,415.2
2.276,-20.96,-0.01719,0.05307,415.2
2.175,-19.75,-0.07561,0.04165,457
1.487,-17.73,-0.1493,0.04266,457
2.32,-21.05,-0.1476,0.04099,457
1.854,-19.03,0.2062,0.04249,457
1.907,-22.56,-0.5475,0.07062,-99
2.028,-20.76,-0.2767,0.06853,-99
2.475,-22.02,-0.5035,0.07288,-99
2.383,-20.36,-0.4741,0.07079,-99
2.525,-21.58,-0.426,0.07039,-99
2.126,-18.32,-0.1063,0.04173,457
2.411,-20.87,0.3203,0.04131,457
2.22,-18.93,0.5345,0.04075,457
1.594,-21.66,0.08523,0.04209,457
2.33,-20.38,-0.5357,0.069,-99
2.172,-19.88,-0.8748,0.04907,415.2
2.258,-20.99,-0.1287,0.04054,457
1.951,-21.93,-0.3426,0.04084,457
1.477,-19.94,-0.7381,0.05137,415.2
1.469,-20.05,-0.3964,0.06966,-99
1.415,-19.41,-0.8802,0.05125,415.2
1.954,-21.72,-0.9671,0.07356,-99
2.41,-21.49,-0.6936,0.07381,-99
1.771,-19.94,-0.2007,0.07159,-99
1.508,-20.71,-0.7116,0.07672,-99
2.151,-19.14,0.2822,0.0409,457
2.686,-18.9,0.8151,0.04125,457
2.361,-21.37,0.1179,0.07044,-99
1.804,-18.88,0.4989,0.04141,457
2.2,-19.47,0.753,0.03994,457
2.313,-19.74,0.4648,0.0432,457
2.268,-21.38,0.4397,0.04137,457
2.283,-20.67,1.107,0.04021,457
1.815,-18.69,0.9037,0.04096,457
2.313,-20.46,0.08207,0.04554,-99
2.224,-19.5,0.7529,0.03982,457
2.609,-22.3,1.192,0.04085,457
2.465,-21.08,0.9469,0.03976,457
2.441,-21.13,0.3141,0.06917,-99
2.361,-21.56,-0.2725,0.07646,-99
2.099,-19.39,1.1,0.04185,457
1.662,-20.61,1.132,0.0395,457
2.379,-21.36,0.2651,0.04425,-99
2.444,-18.78,1.354,0.04094,457
2.34,-20.18,1.287,0.03949,457
2.035,-21.26,0.9287,0.04064,457
2.351,-20.66,1.344,0.03902,457
2.304,-19.59,1.412,0.04259,457
2.287,-20.78,1.003,0.04121,457
2.4,-21.28,0.1489,0.07064,-99
2.449,-20.07,0.5872,0.03946,457
2.445,-21.74,1.104,0.04089,457
1.132,-20.03,-0.3328,0.07405,-99
2.197,-20.36,-0.004916,0.07396,-99
2.692,-20.39,-0.3395,0.07321,-99
1.148,-20.07,-0.6873,0.05133,415.2
1.546,-20.59,-0.7127,0.07671,-99
2.535,-21.83,-0.4935,0.07316,-99
1.268,-18.7,0.4115,0.04047,457
2.401,-20.84,0.6487,0.03858,457
2.297,-20.89,0.7316,0.0403,457
1.501,-19.15,0.6207,0.03922,457
1.944,-20.97,0.6526,0.04242,457
1.181,-18.98,0.7715,0.0397,457
1.837,-19.31,0.04885,0.04232,457
1.272,-19.34,-0.2824,0.05089,415.2
1.475,-20.02,-0.5809,0.06877,-99
1.908,-18.81,0.1443,0.04196,457
1.42,-19.27,-0.6701,0.051,415.2
2.303,-21.25,0.01999,0.04217,457
2.615,-23.57,-0.09636,0.04214,457
2.357,-19.93,-0.486,0.05081,415.2
2.042,-19.18,0.1115,0.04166,457
2.022,-21.38,-0.4553,0.05134,415.2
2.24,-21.44,-0.8355,0.07252,-99
2.169,-21.13,-0.7567,0.05154,415.2
1.661,-20.21,-0.2058,0.04235,457
1.851,-20.13,-0.3551,0.04148,457
2.413,-20.79,0.03234,0.04098,457
2.171,-21.07,-0.4936,0.0371,-99
1.622,-19.93,-0.3651,0.05206,415.2
2.452,-21.33,-0.1713,0.04138,457
1.903,-21.03,0.07967,0.03884,457
1.602,-19.6,-0.3384,0.05344,415.2
2.478,-22.17,0.02173,0.03877,457
2.383,-21.43,-0.3535,0.05245,415.2
1.443,-19.54,0.03618,0.0391,457
1.33,-20.5,-0.5359,0.07037,-99
1.938,-19.74,0.04384,0.04175,457
1.491,-20.41,-11.16,0.07774,-99
1.558,-20.15,-0.1118,0.04265,457
1.555,-20.74,-1.122,0.07812,-99
1.203,-19.73,-0.9144,0.0489,415.2
1.859,-20.32,-0.06803,0.04137,457
1.563,-19.07,0.04289,0.04127,457
1.513,-19.01,-0.2664,0.04049,457
2.506,-20.7,-11.02,0.07849,-99
1.498,-20.76,-0.4651,0.04079,457
1.639,-19.78,-0.7075,0.05122,415.2
2.385,-20.96,-0.8211,0.05056,415.2
1.327,-20.34,-0.5333,0.05102,415.2
2.405,-21.3,-0.9942,0.07719,-99
1.196,-19,-0.427,0.04023,457
2.436,-20.73,-0.4218,0.07711,-99
1.395,-19.78,-0.0883,0.04435,-99
2.478,-21.47,0.1277,0.04006,457
2.245,-20.24,-0.01726,0.04211,457
2.358,-20.54,0.9617,0.0397,457
2.167,-20.07,0.8395,0.03793,457
2.161,-18.62,0.6135,0.04199,457
1.719,-19.94,-0.1466,0.06986,-99
2.309,-22.12,-0.4278,0.07365,-99
2.032,-18.84,0.4785,0.03805,457
2.277,-21.78,0.3569,0.04142,457
2.394,-21,0.6793,0.04092,457
2.202,-20.83,-0.7292,0.07724,-99
2.372,-19.3,0.6342,0.0398,457
1.814,-21.83,0.165,0.06922,-99
2.182,-18.85,1.352,0.03848,457
2.138,-22.14,-0.6361,0.07726,-99
2.346,-19.87,1.062,0.04049,457
2.482,-20.49,0.2813,0.06994,-99
2.428,-21.73,0.8672,0.03967,457
1.58,-20.65,-0.3263,0.06735,-99
