u-r color,Mr luminosity,log10density,redshift,velocity of dispersion of host cluster (-99 if not in a cluster)
2.044,-20.81,0.4851,0.03927,457
1.614,-22.32,0.3615,0.06966,-99
2.013,-19.28,0.794,0.04244,457
2.327,-21.51,0.3082,0.04453,-99
2.367,-19.9,1.435,0.03814,457
1.61,-20.96,0.0981,0.07019,-99
2.332,-18.52,1.194,0.03921,457
2.517,-21.36,1.185,0.04236,457
2.474,-22.39,1.329,0.03876,457
2.079,-20.02,0.6509,0.04175,457
2.414,-17.55,0.6954,0.04158,457
2.368,-19.67,0.8311,0.04143,457
2.309,-19.61,1.144,0.0416,457
2.145,-20.21,1.473,0.0422,457
2.258,-19.15,0.9022,0.04189,457
2.007,-18.89,0.7723,0.04184,457
1.914,-19.78,0.4016,0.04146,457
2.301,-20.83,-0.3802,0.07115,-99
2.199,-20.15,0.3408,0.03996,457
1.824,-20.81,0.316,0.04159,457
2.315,-18.77,0.8855,0.03933,457
2.251,-18.94,0.8342,0.03896,457
2.464,-21.47,0.4561,0.04158,457
2.412,-20.85,0.3276,0.04106,457
2.2,-18.99,0.5539,0.03959,457
2.517,-21.97,0.8654,0.04121,457
2.314,-20.46,0.9869,0.0389,457
1.672,-20.68,-0.3558,0.07657,-99
1.506,-19.74,-0.2108,0.04405,-99
1.856,-20.7,-0.4153,0.04995,-99
2.44,-21.28,-0.3353,0.0508,764.3
1.8,-20.07,-0.3365,0.05084,764.3
2.562,-19.23,-0.1688,0.05126,764.3
1.372,-19.49,-0.3081,0.04986,-99
1.793,-22.08,-0.3238,0.051,764.3
2.107,-19.75,-0.2163,0.05051,-99
1.296,-19.58,-0.5327,0.04724,-99
1.352,-20.12,-0.3121,0.06988,-99
2.32,-21.74,-0.6162,0.04295,457
2.502,-21.58,-0.7119,0.05038,-99
2.011,-21.11,-0.4988,0.07298,-99
2.439,-22.14,-0.3436,0.07644,-99
2.07,-22.02,-0.2686,0.0734,-99
1.455,-21.17,-0.3863,0.06543,-99
1.288,-21.18,-0.5666,0.06576,-99
0.882,-18.73,-0.2182,0.04231,457
2.476,-22.11,-0.1011,0.07281,-99
1.358,-19.48,-0.5732,0.05133,764.3
2.099,-21.37,-0.4886,0.07033,-99
2.241,-22.45,0.03631,0.04935,-99
2.361,-22.16,-0.3186,0.04964,-99
2.04,-19.34,-0.5243,0.04409,-99
2.044,-19.88,-0.5883,0.03528,-99
1.549,-20.11,-0.9989,0.06181,-99
2.355,-21.51,-0.3129,0.05018,-99
1.448,-20.76,-0.5999,0.04441,-99
2.412,-21.55,-0.5951,0.04404,-99
0.8598,-18.19,-0.2833,0.04943,-99
1.406,-19.68,-0.4031,0.04388,457
1.784,-21.74,-0.7107,0.06298,-99
1.185,-20.47,0.06364,0.04889,-99
2.511,-20.94,-0.8686,0.07434,-99
1.736,-20.37,-0.848,0.06818,-99
1.532,-20.16,-0.632,0.07749,-99
1.094,-19.4,-0.4122,0.0419,457
2.595,-21.15,-0.1157,0.0491,-99
1.594,-22.21,-0.2082,0.04916,-99
1.6,-19.86,-0.2655,0.04905,-99
1.286,-19.47,-0.07367,0.04957,-99
2.224,-20.59,-0.5635,0.07611,-99
2.058,-20.66,-0.2233,0.0498,-99
1.753,-20.77,-0.214,0.04203,457
1.462,-19.98,-0.1346,0.04224,457
1.631,-19.64,-0.1339,0.0426,457
2.171,-22.17,-0.2366,0.04278,457
1.547,-20.58,-0.493,0.04303,457
0.9581,-19.16,-0.6473,0.05063,764.3
2.344,-22.52,-0.2705,0.07435,-99
1.776,-20.58,-0.3677,0.07551,-99
1.594,-20.23,-0.723,0.05112,764.3
2.301,-20.3,-0.2662,0.07527,-99
1.433,-20.19,-0.3552,0.07432,-99
1.548,-20.96,-0.3449,0.07482,-99
1.205,-19.28,-0.6341,0.04278,-99
2.363,-21.27,-0.6536,0.04295,-99
2.312,-20.75,0.06879,0.0661,-99
2.064,-19.13,-0.422,0.04288,924.5
2.606,-21.3,-0.4873,0.04375,924.5
2.384,-20.6,0.01371,0.06589,-99
1.864,-20.43,0.1662,0.06627,-99
2.513,-20.28,0.3853,0.06518,-99
0.2174,-19.48,-0.01683,0.06247,-99
2.242,-21.54,0.1867,0.06443,-99
2.057,-19.88,-0.3408,0.04322,924.5
2.449,-21.97,-0.3217,0.06271,-99
2.478,-21.31,-0.4657,0.04223,924.5
2.281,-19.46,-0.4303,0.04201,924.5
2.571,-21.73,-0.7173,0.06242,-99
2.316,-19.41,-0.4529,0.0437,924.5
2.784,-20.53,0.822,0.06357,-99
2.383,-20.95,0.416,0.06499,-99
2.284,-19.59,-0.3108,0.04478,-99
1.229,-20.11,-0.1104,0.06572,-99
2.411,-20.48,-0.6907,0.06611,-99
1.435,-20.09,-0.8485,0.05185,764.3
1.236,-20.35,-0.02577,0.06603,-99
2.371,-21.74,0.2367,0.0657,-99
2.116,-20.69,0.2411,0.06445,-99
1.927,-20.75,0.1758,0.0655,-99
2.277,-20.53,0.2565,0.0661,-99
1.932,-21.36,0.05024,0.06465,-99
0.7908,-18.84,0.2085,0.06428,-99
2.551,-22.1,1.533,0.06635,-99
2.482,-21.15,1.088,0.06454,-99
1.576,-20.11,0.9144,0.06438,-99
2.482,-21.78,1.154,0.06617,-99
2.394,-20.32,1.103,0.06568,-99
2.302,-20.89,1.477,0.06568,-99
2.537,-22.16,1.461,0.06555,-99
2.639,-23.25,1.626,0.06555,-99
1.149,-20.46,-0.6397,0.07108,-99
2.448,-22.27,0.07963,0.06474,-99
2.32,-22.74,-0.4325,0.07261,-99
1.147,-20.99,-0.6135,0.07552,-99
1.73,-20.14,-0.3287,0.07457,-99
2.589,-21.46,-0.7503,0.066,-99
2.387,-22.21,0.5543,0.06684,-99
2.418,-22.52,1.063,0.06653,-99
2.389,-20.51,1.147,0.06475,-99
1.492,-20.15,-0.3185,0.07361,-99
1.938,-19.45,-0.6824,0.04913,-99
1.19,-19.91,-0.5741,0.06564,-99
2.13,-19.74,-0.7383,0.05054,-99
1.542,-20.98,-0.5572,0.04216,457
0.7645,-20.03,-0.4919,0.07505,-99
1.436,-20.3,-0.4706,0.07044,-99
1.488,-19.99,-0.2227,0.04237,457
1.321,-19.14,-0.3971,0.04219,457
1.436,-20.24,-0.2886,0.07011,-99
1.431,-18.78,-0.1593,0.04206,457
2.287,-20.31,-0.8572,0.07532,-99
1.884,-20.23,-1.171,0.0754,-99
1.906,-20.87,-0.7256,0.06515,-99
2.39,-21.22,-0.8965,0.07297,-99
2.268,-21.47,-0.7595,0.05907,975.6
1.188,-19.36,-0.475,0.05929,-99
2.585,-21.91,-0.5982,0.06196,-99
1.961,-20.71,-0.3444,0.07252,-99
1.25,-19.35,-0.9783,0.05238,764.3
1.704,-20.59,-0.1396,0.07251,-99
2.384,-21.96,0.147,0.07233,-99
2.529,-21.1,-0.1299,0.07361,-99
1.656,-20.23,-0.9821,0.06813,-99
2.238,-21.93,0.08305,0.07334,-99
2.542,-21.08,-0.03099,0.07284,-99
2.544,-21.06,-0.1369,0.07223,-99
1.098,-19.85,-0.6965,0.05693,764.3
3.375,-19.87,-0.6937,0.05675,764.3
1.469,-20.63,-0.7588,0.05783,606.7
1.777,-21.41,-0.5417,0.07444,-99
2.376,-21.09,-0.5405,0.07465,-99
2.203,-21.22,-0.5985,0.07177,-99
1.438,-20.06,-0.5182,0.05741,606.7
2.075,-21,-0.7125,0.075,-99
2.419,-21.37,-0.5327,0.05659,764.3
2.351,-21.59,-0.5028,0.05454,764.3
0.7202,-18.79,-1.282,0.06727,-99
2.021,-20.54,-0.4878,0.05526,764.3
1.963,-20.14,-0.5981,0.07646,-99
1.114,-20.37,-0.06263,0.05371,764.3
2.132,-20.08,-0.2751,0.05419,764.3
1.902,-20.98,-0.7535,0.07481,-99
2.235,-21.26,-0.5954,0.07438,-99
2.502,-21.25,-0.6649,0.07452,-99
1.535,-20.58,-0.2978,0.05524,764.3
2.291,-20.39,-0.6842,0.05486,764.3
1.735,-20.92,-0.3561,0.05495,764.3
2.253,-22.02,-0.4943,0.06855,-99
1.383,-20.62,-0.4138,0.06848,-99
1.985,-20.69,-0.4408,0.05364,764.3
1.281,-18.83,-11.01,0.04471,924.5
0.6797,-18.71,-0.394,0.06732,-99
2.368,-21.03,-0.7185,0.06839,-99
2.552,-20.27,-0.3205,0.05349,764.3
1.893,-20.31,-0.4158,0.05344,764.3
2.419,-20.76,-0.2317,0.07551,-99
1.524,-21.76,-0.4946,0.06858,-99
2.037,-20.5,-0.1244,0.07555,-99
2.522,-20.47,-0.1441,0.075,-99
2.18,-19.37,-0.6431,0.05365,764.3
2.53,-22.04,-0.2355,0.07462,-99
2.505,-22.55,-0.7589,0.06869,-99
2.354,-21.46,-0.6685,0.06883,-99
2.385,-20.74,0.2107,0.07463,-99
2.52,-21.94,-0.03092,0.07514,-99
1.379,-20.5,-0.2245,0.07485,-99
1.46,-20.34,-0.6544,0.05342,764.3
1.389,-20.58,-0.7021,0.05256,764.3
2.665,-22.45,-0.546,0.06316,-99
2.336,-19.92,-0.23,0.06321,-99
1.351,-19.43,-0.6013,0.04863,-99
2.404,-21.57,-0.8722,0.07405,-99
1.349,-20.38,-0.6653,0.05545,764.3
2.31,-20.78,-0.7838,0.07156,-99
1.345,-19.7,-0.482,0.05476,764.3
1.345,-20.36,-0.328,0.05136,764.3
1.699,-20.68,-0.6723,0.05793,606.7
1.641,-20.6,-0.3926,0.05109,764.3
1.896,-20.51,0.3023,0.05133,764.3
2.417,-21.24,0.322,0.05018,-99
1.817,-19.67,0.4229,0.05193,764.3
2.532,-22.33,0.3432,0.04969,-99
2.037,-19.4,0.429,0.0507,764.3
2.42,-20.69,0.2704,0.04958,-99
1.581,-20.85,0.4026,0.05446,764.3
2.607,-23.07,0.451,0.05072,764.3
1.476,-20.99,0.4922,0.05746,606.7
2.524,-21.38,0.7685,0.0547,764.3
2.091,-19.69,0.6602,0.05773,606.7
2.484,-22.32,0.2889,0.05524,764.3
2.374,-21.4,0.4105,0.0515,764.3
2.515,-20.01,0.822,0.0547,606.7
1.985,-21.07,0.8611,0.05511,606.7
2.482,-22.08,0.6179,0.05748,606.7
2.441,-20.98,0.4766,0.0527,764.3
1.303,-17.77,0.07287,0.02073,-99
2.211,-19.82,0.239,0.05827,606.7
2.233,-20.38,0.7062,0.05763,606.7
2.594,-21.26,1.317,0.05399,606.7
2.373,-20.41,0.536,0.05691,606.7
2.325,-19.55,1.012,0.05389,606.7
1.624,-19.45,1.182,0.05391,606.7
2.154,-19.97,0.82,0.0554,606.7
2.499,-21.68,0.7532,0.05742,606.7
2.587,-21.4,1.199,0.05553,606.7
2.612,-20.83,1.203,0.05624,606.7
2.237,-19.75,1.095,0.05482,606.7
2.376,-21.79,1.149,0.05347,606.7
1.328,-19.82,1.318,0.05253,606.7
2.372,-19.94,0.156,0.05358,764.3
2.455,-21.17,0.194,0.05521,764.3
1.264,-19.69,-0.1814,0.05603,764.3
2.357,-20.11,1.509,0.05514,606.7
2.422,-20.38,1.243,0.05675,606.7
2.243,-19.59,0.9086,0.05675,606.7
2.382,-21.14,0.9112,0.05812,606.7
2.56,-21.88,1.167,0.05529,606.7
1.995,-19.9,1.299,0.05514,606.7
2.402,-22.18,1.275,0.05686,606.7
2.346,-19.46,1.617,0.05669,606.7
2.477,-21.54,1.235,0.05396,606.7
2.318,-19.57,1.341,0.05241,606.7
0.5905,-18.94,0.9587,0.05817,606.7
2.539,-23.76,1.587,0.05477,606.7
2.503,-19.93,0.8162,0.053,606.7
2.089,-20.44,0.03806,0.04942,-99
1.78,-22.1,0.5751,0.05706,606.7
2.378,-20.37,1.461,0.0554,606.7
2.318,-20.25,1.142,0.05502,606.7
2.41,-20.57,1.268,0.055,606.7
2.564,-22.37,0.756,0.05331,606.7
2.229,-19.75,0.2238,0.05549,606.7
1.728,-20.47,-0.05314,0.04971,-99
1.577,-21.06,-0.3074,0.07406,-99
2.195,-21.66,-0.234,0.07416,-99
2.171,-21.17,-0.2493,0.07252,-99
1.763,-20.35,-0.03193,0.05016,-99
2.086,-21.24,0.4778,0.05501,606.7
1.37,-19.23,0.4043,0.05327,606.7
1.816,-21.13,0.764,0.05414,606.7
2.315,-20.05,0.3523,0.05466,606.7
2.44,-20.66,0.7202,0.05389,606.7
2.37,-19.84,1.261,0.05439,606.7
2.311,-19.61,1.067,0.05359,606.7
2.449,-21.12,1.049,0.05155,764.3
1.711,-20.77,0.05232,0.05064,764.3
2.19,-20.42,0.1146,0.05035,-99
2.33,-21.62,0.365,0.05587,606.7
2.367,-21.33,-0.4159,0.07941,-99
1.394,-20.55,-0.2058,0.05572,764.3
1.619,-20.39,0.4032,0.05441,606.7
1.092,-19.3,0.131,0.05609,606.7
1.976,-19.36,-0.001078,0.05585,606.7
2.362,-21,-0.02627,0.05578,606.7
1.347,-18.5,-0.1043,0.02242,-99
1.592,-19.65,0.4081,0.05669,764.3
2.253,-19.89,0.5094,0.05578,606.7
1.484,-19.55,0.3454,0.0506,764.3
1.868,-21.09,0.3218,0.05394,606.7
2.405,-20.17,0.5078,0.05635,764.3
2.557,-20.84,0.08102,0.04977,-99
2.648,-22.34,0.1601,0.05017,-99
1.583,-20.92,-0.7628,0.07405,-99
1.326,-19.31,-0.217,0.05173,764.3
2.364,-21.12,-0.06943,0.05178,764.3
2.379,-21.59,-0.1522,0.05039,-99
2.218,-19.27,-0.2527,0.05182,764.3
0.8338,-19.99,-0.6519,0.07696,-99
2.125,-19.81,-0.3996,0.05511,764.3
2.171,-21.9,-0.4307,0.05442,764.3
1.748,-21.36,-0.9649,0.0791,-99
2.288,-21.87,-0.9351,0.07164,-99
1.408,-20.18,-0.7198,0.04764,924.5
2.469,-21.7,-0.6843,0.07428,-99
2.307,-20.75,-0.8675,0.07358,-99
2.317,-19.37,-0.4756,0.05532,764.3
1.482,-19.62,-0.2591,0.05535,764.3
2.345,-20.55,0.7478,0.0547,764.3
2.347,-22.71,-0.07433,0.05108,764.3
1.486,-20.51,0.6115,0.05681,764.3
1.786,-21.78,0.9201,0.05404,764.3
2.133,-19.52,0.6754,0.05566,764.3
2.109,-20.55,0.04413,0.05612,764.3
1.802,-19.47,0.01663,0.0505,-99
2.431,-19.85,0.2995,0.05358,764.3
1.354,-19.77,0.2749,0.05223,764.3
2.343,-21.72,0.5315,0.05737,606.7
1.39,-18.08,-0.1177,0.02096,-99
2.525,-20.22,0.5272,0.05495,606.7
2.49,-19.93,0.7754,0.05618,764.3
2.399,-21.97,0.6811,0.05526,764.3
1.473,-19.58,0.7927,0.05731,606.7
1.582,-21.83,0.8728,0.05472,764.3
2.088,-21.47,0.7143,0.05729,606.7
0.994,-19.72,0.274,0.05326,606.7
1.417,-19.31,0.3593,0.05359,606.7
2.453,-20.24,0.5196,0.05352,606.7
2.274,-19.45,1.067,0.05488,606.7
2.154,-19.58,0.3308,0.05544,606.7
2.493,-20.34,0.6304,0.05306,606.7
2.343,-20.4,0.6357,0.05617,606.7
1.343,-20.72,-1.01,0.07471,-99
2.458,-20.57,1.269,0.05788,606.7
2.687,-21.47,1.204,0.05613,606.7
2.58,-21.01,1.084,0.05317,606.7
2.239,-20.36,1.434,0.05355,606.7
1.439,-19.65,0.3849,0.05902,975.6
2.437,-20.86,0.142,0.05445,606.7
2.306,-19.4,1.069,0.05312,606.7
1.86,-19.98,0.8261,0.05456,606.7
2.53,-20.22,1.024,0.05407,606.7
2.528,-21.31,0.9805,0.05464,606.7
1.894,-16.82,-0.3808,0.02616,-99
2.388,-21.01,1.306,0.05534,606.7
2.207,-20.24,1.129,0.05216,606.7
2.294,-19.6,0.8332,0.05078,764.3
2.273,-19.89,1.036,0.05525,606.7
1.914,-20.56,1.197,0.05261,606.7
2.512,-22.1,1.067,0.0577,606.7
2.505,-20.77,1.26,0.05832,606.7
2.264,-19.57,0.4023,0.05862,978.5
2.39,-19.94,1.037,0.05324,606.7
2.529,-21.97,-0.08232,0.07784,-99
2.315,-20.2,0.2279,0.05587,606.7
2.152,-19.6,0.5856,0.05693,606.7
2.053,-21.98,0.2673,0.05443,606.7
2.004,-20.37,0.1754,0.05528,606.7
1.163,-20.29,-0.6411,0.07621,-99
2.525,-22.14,0.744,0.05501,606.7
2.011,-22.24,-0.6821,0.07703,-99
2.444,-20.83,0.3976,0.05721,606.7
2.205,-20.18,0.8393,0.05521,606.7
2.321,-21.75,0.1336,0.05355,606.7
1.481,-19.85,0.1043,0.05279,606.7
2.308,-19.25,0.05064,0.05685,606.7
1.914,-20.3,-0.4238,0.07722,-99
2.213,-21.77,-0.5056,0.0777,-99
2.587,-22.21,-0.1435,0.07999,-99
2.395,-21.12,-0.2404,0.07956,-99
2.036,-20.48,-0.04954,0.07852,-99
2.427,-20.7,-0.4294,0.07722,-99
1.354,-20.33,-0.2917,0.07874,-99
1.24,-20.75,-0.6311,0.05679,606.7
2.012,-21.64,-0.2516,0.07924,-99
1.325,-20.35,-11.07,0.06894,-99
1.735,-20.33,-0.6866,0.05596,606.7
2.583,-22.2,-0.6236,0.07951,-99
2.434,-21.68,-0.5757,0.07988,-99
1.288,-20.03,-0.9386,0.07487,-99
2.488,-21.91,-0.459,0.05397,940.9
1.699,-21.26,-0.6705,0.05648,606.7
2.467,-21.14,-0.9926,0.06861,-99
1.107,-19.6,-0.2643,0.05558,940.9
1.856,-21.19,-0.9883,0.07088,-99
2.43,-21.38,-0.1165,0.07352,-99
2.364,-21.16,-0.3779,0.0767,-99
1.924,-21.49,-0.1786,0.07415,-99
1.688,-20.09,-0.1519,0.07649,-99
2.487,-21.51,-0.1918,0.07403,-99
2.057,-20.83,-0.6738,0.05551,606.7
1.405,-20.95,-0.7716,0.05496,606.7
2.11,-21.53,0.0916,0.07685,-99
2.21,-21.53,0.664,0.07676,-99
1.822,-21.88,-0.005147,0.07525,-99
2.539,-20.65,0.6233,0.07773,-99
2.316,-22.33,0.3179,0.07755,-99
1.677,-20.98,-0.1434,0.07766,-99
2.386,-21.38,0.4814,0.07684,-99
1.163,-20.4,-0.125,0.07374,-99
2.515,-21.63,0.2625,0.07752,-99
2.314,-20.46,0.2527,0.07849,-99
0.8412,-20.9,-0.1472,0.07426,-99
2.134,-20.51,-0.08109,0.07886,-99
2.476,-21.77,-0.4358,0.07847,-99
1.477,-19.97,-0.4039,0.05522,606.7
1.353,-19.96,-0.2682,0.07134,-99
1.691,-21.64,-0.1561,0.07946,-99
1.639,-20.68,-0.5562,0.07856,-99
2.571,-21.49,-0.7455,0.07387,-99
2.598,-21.52,0.04457,0.05634,606.7
2.48,-22.04,0.2064,0.07757,-99
2.488,-21.38,0.2794,0.07856,-99
2.455,-19.46,0.1823,0.05585,606.7
1.391,-19.73,-0.2002,0.0556,606.7
1.421,-20.22,0.04071,0.07776,-99
1.678,-20.42,-0.2893,0.05752,606.7
2.471,-20.53,0.005213,0.05476,606.7
1.931,-19.6,0.5183,0.05517,606.7
2.354,-20.28,0.1146,0.05613,606.7
2.279,-19.61,0.3357,0.05616,606.7
2.31,-19.84,0.498,0.05717,606.7
2.127,-21.39,0.03017,0.05658,606.7
1.846,-19.95,0.00859,0.05685,606.7
1.23,-20.32,-0.204,0.0539,606.7
2.439,-20.18,0.01517,0.05535,606.7
2.232,-19.69,0.213,0.05426,606.7
2.506,-21.76,-0.0109,0.05515,606.7
2.294,-20.26,0.7567,0.05499,606.7
2.375,-20.78,0.5223,0.05041,-99
2.518,-22,-0.3005,0.0734,-99
2.356,-20.7,0.1203,0.05465,606.7
1.416,-20.74,-0.1887,0.05661,606.7
2.455,-21.03,-0.3474,0.07298,-99
2.224,-22.01,0.2737,0.0502,-99
2.566,-21.77,0.1861,0.04975,-99
1.4,-20.1,0.2141,0.04991,-99
1.619,-20.26,0.1684,0.05456,764.3
1.424,-19.69,-11.13,0.06506,-99
2.354,-21.36,-0.6245,0.05598,606.7
2.142,-20.29,-0.8572,0.07963,-99
1.734,-20.27,-0.9837,0.06921,-99
1.662,-19.54,-0.5986,0.05594,940.9
2.359,-21.35,-1.019,0.06881,-99
1.378,-19.36,0.301,0.0193,-99
1.218,-19.67,-0.8472,0.04677,924.5
2.577,-21.41,-0.9286,0.07588,-99
2.679,-21.44,0.2281,0.01917,-99
2.232,-20.29,0.2203,0.01942,-99
1.056,-20.11,-0.5206,0.05272,940.9
1.379,-18.84,0.2631,0.02074,-99
1.773,-19.9,0.4486,0.02022,-99
1.439,-18.64,0.4864,0.01908,-99
2.417,-21.99,-0.5269,0.05519,940.9
2.372,-20.39,-0.4178,0.05569,940.9
1.251,-18.42,0.1859,0.01921,-99
2.382,-19.98,0.2389,0.01944,-99
1.742,-20.92,-0.9194,0.07802,-99
1.889,-20.18,-0.2231,0.05545,940.9
1.816,-21.31,-0.6399,0.05776,980.6
1.985,-21.01,-0.5109,0.05688,940.9
2.322,-21.09,-0.08844,0.07586,-99
0.1711,-19.53,-0.4468,0.05784,980.6
2.238,-19.92,0.3675,0.05761,940.9
1.106,-20.93,-1.109,0.0677,-99
2.376,-20.79,-0.2462,0.05234,940.9
2.326,-20.88,0.4119,0.05589,940.9
2.544,-22.68,0.675,0.05045,-99
1.998,-20.74,-0.3389,0.07806,-99
2.16,-20.94,0.8023,0.04917,-99
1.211,-20.45,-0.4674,0.07856,-99
2.122,-19.4,0.5742,0.05821,980.6
1.694,-19.67,0.6108,0.05401,940.9
2.223,-20.86,0.671,0.0544,940.9
1.883,-20.7,-11.01,0.06488,-99
2.498,-21.35,0.5704,0.05551,940.9
2.099,-19.65,0.7948,0.05531,940.9
1.976,-21.39,0.1422,0.07632,-99
1.908,-21.21,0.1534,0.07832,-99
2.345,-21.26,0.6691,0.0508,764.3
2.646,-21,0.2676,0.07788,-99
1.324,-20.42,-0.3014,0.04945,-99
2.147,-20.05,0.7884,0.05461,940.9
2.57,-19.89,0.6459,0.05464,940.9
2.339,-20.02,0.8378,0.0542,940.9
2.406,-19.52,0.363,0.05349,940.9
1.689,-19.75,-0.4757,0.05837,980.6
1.66,-20.6,-0.3058,0.07676,-99
2.454,-21.02,0.8128,0.05165,940.9
2.433,-20.8,1.078,0.05467,980.6
2.402,-20.78,0.9405,0.05802,980.6
2.276,-21.03,0.7639,0.05248,980.6
2.056,-19.97,1.165,0.05346,980.6
2.176,-20.07,0.7027,0.05809,978.5
2.204,-19.74,0.7905,0.05287,978.5
2.542,-19.8,0.7784,0.05952,-99
2.516,-22.08,1.018,0.05597,980.6
2.414,-21.84,0.6367,0.06059,-99
2.292,-19.73,1.35,0.0539,980.6
2.447,-20.74,1.352,0.05557,980.6
2.555,-20.82,1.021,0.05533,980.6
2.354,-19.84,1.114,0.05713,980.6
2.613,-21.03,1.442,0.05461,980.6
1.116,-19.14,0.9188,0.04818,-99
2.525,-21.66,1.078,0.05859,980.6
2.278,-20.95,1.033,0.05874,980.6
2.389,-20.59,0.8823,0.05805,980.6
1.327,-19.45,0.6145,0.04982,-99
2.402,-20.89,0.9016,0.05471,980.6
2.078,-18.98,0.7943,0.04916,-99
2.313,-20.6,0.2463,0.04764,924.5
2.409,-21.45,0.9003,0.05582,980.6
2.93,-20.05,0.6356,0.05739,980.6
2.336,-21.33,0.3904,0.0537,980.6
2.484,-21.13,1.167,0.05996,-99
2.379,-20.86,0.7412,0.05937,-99
2.324,-20.69,0.3866,0.07779,-99
2.289,-21.08,0.02249,0.05469,978.5
2.279,-20.42,0.7723,0.05451,980.6
1.551,-20.36,-0.001324,0.07736,-99
2.448,-20.85,0.3935,0.07631,-99
2.371,-21.07,0.9026,0.05226,940.9
2.47,-20.63,1.15,0.0559,980.6
2.359,-20.23,1.134,0.05699,980.6
1.581,-19.54,0.8611,0.05117,940.9
2.436,-19.39,1.375,0.05719,980.6
2.473,-20.01,1.199,0.05937,-99
2.422,-19.99,1.275,0.05645,980.6
2.571,-23.82,1.155,0.05537,980.6
2.368,-21.74,0.9462,0.05101,764.3
1.552,-20.27,0.7027,0.05695,980.6
2.384,-19.71,1.129,0.05737,980.6
2.134,-20.07,0.4486,0.05901,975.6
1.852,-20.77,1.065,0.0531,980.6
2.417,-21.86,0.7976,0.05918,975.6
2.535,-22.05,1.021,0.05294,980.6
2.389,-20.59,0.9172,0.05286,980.6
2.43,-21.03,-0.5993,0.07736,-99
2.287,-20.92,0.9578,0.07735,-99
2.276,-21.34,0.8305,0.05682,980.6
2.013,-21.95,0.4713,0.07935,-99
1.387,-21.1,0.8072,0.07881,-99
2.546,-23.67,0.656,0.07625,-99
2.065,-20.35,0.4483,0.0749,-99
2.433,-21.12,0.662,0.05443,980.6
2.166,-20.59,0.7461,0.05274,940.9
2.263,-22.59,0.6323,0.07998,-99
2.396,-20.69,1.031,0.05637,980.6
2.217,-21.58,0.5535,0.07662,-99
2.551,-20.14,0.4559,0.05786,980.6
2.109,-19.71,0.4288,0.05517,940.9
1.997,-20.3,0.4784,0.05854,980.6
1.805,-19.95,-0.9005,0.0677,-99
1.257,-19.23,0.5964,0.05011,-99
2.058,-19.38,0.1888,0.05573,940.9
1.136,-17.28,0.2952,0.01939,-99
2.051,-18.65,0.3989,0.01967,-99
2.35,-21.81,-1.02,0.06889,-99
1.936,-18.64,0.598,0.02056,-99
2.339,-19.61,0.08834,0.05667,940.9
2.354,-21.25,-0.06959,0.0569,940.9
1.837,-20.63,0.2176,0.0204,-99
1.582,-20.44,0.1805,0.02035,-99
1.805,-21.18,-0.4625,0.05309,940.9
1.923,-17.19,0.5507,0.02007,-99
2.506,-20.56,0.278,0.02038,-99
2.581,-21.33,0.4145,0.02017,-99
2.382,-17.28,0.5078,0.01969,-99
2.241,-20.9,-0.4638,0.0534,940.9
2.345,-20.47,-0.5712,0.07606,-99
1.245,-19.61,-0.5531,0.0537,940.9
1.645,-20.83,-0.6238,0.05415,940.9
1.588,-19.48,0.323,0.02025,-99
2.019,-20.36,-0.28,0.07681,-99
2.09,-20.66,-0.189,0.07464,-99
2.087,-20.86,0.03533,0.07644,-99
2.366,-20.7,0.2401,0.0759,-99
2.572,-19.76,0.2208,0.07522,-99
2.506,-22.61,0.5889,0.07737,-99
1.838,-20.51,0.3582,0.07817,-99
1.653,-21.13,-0.229,0.05415,940.9
2.325,-21.12,-0.4505,0.0784,-99
2.341,-22.81,-0.01197,0.05286,940.9
1.468,-19.41,0.07882,0.0551,940.9
1.991,-19.83,0.1773,0.05336,940.9
2.364,-21.68,0.0941,0.05761,940.9
2.228,-20.67,-0.1137,0.04986,-99
2.476,-21.23,0.1607,0.05951,-99
1.067,-21.01,0.3453,0.05543,940.9
2.224,-19.9,0.6812,0.04966,-99
1.702,-20.68,0.6197,0.05059,-99
1.733,-19.8,0.01784,0.05064,764.3
2.069,-20.43,-0.7772,0.07736,-99
2.413,-20.38,-0.1366,0.05298,940.9
2.626,-20.6,0.4319,0.05475,940.9
1.614,-20.32,0.3743,0.07649,-99
2.436,-20.91,0.6857,0.05115,940.9
1.795,-19.86,-0.007319,0.05055,-99
1.782,-20.52,-0.1902,0.05438,940.9
2.383,-20.74,0.7599,0.05773,980.6
1.769,-21.73,-0.2466,0.05064,764.3
1.523,-20.38,-0.02257,0.05466,940.9
1.6,-21.31,0.03987,0.05372,940.9
2.166,-19.27,0.08485,0.05218,940.9
2.541,-21.53,0.758,0.05669,940.9
2.187,-21.11,0.2489,0.07858,-99
2.506,-22.15,0.2179,0.05859,980.6
2.254,-19.66,1.227,0.0561,940.9
1.785,-19.42,0.7265,0.05005,-99
1.06,-19.42,0.6302,0.05209,940.9
2.498,-21.3,0.8892,0.05499,940.9
2.433,-19.86,0.6438,0.0586,980.6
1.258,-19.77,0.1858,0.05058,-99
1.975,-19.73,-0.448,0.05847,980.6
1.442,-21.79,-0.3755,0.07674,-99
2.385,-20.32,0.9121,0.05528,940.9
2.317,-20.07,0.7895,0.05382,940.9
